7655,,,
city,address,longitude,latitude
Denver Colorado 80205,Safeway - Denver #2246,-104.969634,39.76013
Denver Colorado 80210,Safeway - Denver #1463,-104.963529,39.67853
Dallas Oregon 97338,Safeway - Dallas -#4404,-123.326129,44.92433
Corvallis Oregon 97333,Safeway - Corvallis #1765,-123.288912,44.538224
Colorado Springs Colorado 80919,Safeway - Colorado Springs #2839,-104.855416,38.925582
Chico California 95926,Safeway - Chico #1125,-121.845116,39.745667
Campbell California 95008,Safeway - Campbell #1293,-121.933794,37.287075
Burke Virginia 22015,Safeway - Burke #1606,-77.279609,38.78934
Burien Washington 98166,Safeway - Burien #1664,-122.349219,47.456025
Bend Oregon 97702,Safeway - Bend #1504,-121.293373,44.013802
Bel Air Maryland 21015,Safeway - Bel Air #1652,-76.308443,39.529391
Arlington Washington 98223,Safeway - Arlington #534,-122.10183,48.187179
Annandale Virginia 22003,Safeway - Annandale #1588,-77.199484,38.84258
Alameda California 94501,Safeway - Alameda #2708,-122.260079,37.770605
Aberdeen Washington 98520,Safeway - Aberdeen #1546,-123.835649,46.9742
Redmond Washington 98052,Safeco Financial Ops Guckenheimer,-122.130994,47.67856
Sacramento California 95814,Sacramento Con Ctr-13th St Cafe,-121.491329,38.57418
Saco Maine 04072,Saco,-70.444494,43.49925
Victoria British Columbia V8X 1J8,Saanich Center,-123.376629,48.458885
Reno Nevada 89511,S. Virginia - Sierra Center Pkwy -,-119.795451,39.412411
Ann Arbor Michigan 48103,S. University,-83.797384,42.213355
Orlando Florida 32801,S. Orange - Crystal,-81.377389,28.53774
Reno Nevada 89511,S. Meadows - Double R - Reno,-119.795451,39.412411
Austin Texas 78746,S. Lamar - Collier,-97.805888,30.291453
Austin Texas 78704,S. Lamar - Ben White Blvd.,-97.788109,30.239485
Austin Texas 78704,S. Congress - Academy,-97.754234,30.237995
Franklin Tennessee 37064,S Royal Oaks  Murfreesboro,-86.870934,35.92425
Clarksville Tennessee 37040,S Hampton - Wilma Rudolph,-87.29447,36.590817
Lakeland Florida 33803,S Florida Ave - Beacon St,-81.951399,28.013665
Arlington Texas 76017,S Cooper - Bardin,-97.134299,32.66278
Tacoma Washington 98409,S 56th - Tacoma Way - Tacoma,-122.463364,47.206552
Port Chester New York 10573,Rye Brook,-73.682606,41.005139
Rye New York 10708,Rye,-73.831224,40.936062
Newark New Jersey 07102,Rutgers U Newark Robeson Stdnt Ctr,-74.174184,40.73197
Camden New Jersey 08102,Rutgers U Camden-Student Union,-75.119129,39.945255
Davis California 95616,Russell - Anderson - Davis,-121.762394,38.55439
Tempe Arizona 85282,Rural - Baseline - Tempe,-111.929009,33.392935
Keller Texas 76248,Rufe Snow - 1709,-97.230069,32.930865
Marlboro New Jersey 07751,Rte 9  Marlboro,-74.305979,40.35673
Farmington Connecticut 06032,Rte 4  Farmington,-72.841469,41.736945
Middletown New Jersey 07748,Rte 35-Middletown,-74.092839,40.38162
Brunswick Ohio 44212,Rte 303 - I-71 Brunswick,-81.862049,41.238067
Paramus New Jersey 07652,Rte 17N - Paramus,-74.070631,40.933146
Cherry Hill New Jersey 08034,Rt. 70 West  Cherry Hill,-74.999434,39.911795
Willow Grove Pennsylvania 19090,Rt. 611 Willow Grove,-75.11604,40.144193
Paramus New Jersey 07652,Rt. 4 - Paramus,-74.068314,40.919865
Englewood New Jersey 076314926,Rt. 4  Englewood,-73.976486,40.892632
Union New Jersey 07083,Rt. 22 - Center Island,-74.27946,40.692074
Monroe Washington 98272,Rt. 2 - 522 Monroe,-121.988409,47.864735
Woodbridge New Jersey 07095,Rt. 1 North Woodbridge,-74.303759,40.559825
Lewis Ohio 43035,Rt 23 - Lewis Center,-83.019649,40.163735
Westwood Massachusetts 02090,RT 109 Westwood,-71.223305,42.218669
Fort Myers Florida 33913,RSW - Ft Myers Pier D,-81.744793,26.552824
Fort Myers Florida 33913,RSW - Ft Myers Pier B,-81.744793,26.552824
Fort Myers Florida 33913,RSW - Ft Myers Main Term  Pre Sec,-81.744793,26.552824
Royal Oak Michigan 48067,Royal Oak MI,-83.142444,42.488155
Toronto Ontario M5J 2J3,Royal Bank Plaza,-79.379419,43.64667
Dallas Texas 75243,Royal - Abrams,-96.738879,32.8982
Manalapan New Jersey 07763,Route 9 Manalapan,-74.304104,40.308655
Freehold New Jersey 07728,Route 537 Freehold,-74.264394,40.26448
Ellicott City Maryland 21042,Route 40 - Ellicott City,-76.864528,39.273491
Oakhurst New Jersey 07755,Route 35 - Oakhurst,-74.041469,40.26166
Charlottesville Virginia 22901,Route 29,-78.507084,38.056495
Denville New Jersey 07834,Route 10 Denville,-74.51663,40.87039
Fredericksburg Virginia 22407,Route 1  Fredericksburg,-77.507564,38.21312
Atlanta Georgia 30328,Roswell Road,-84.379089,33.92463
Atlanta Georgia 30342,Roswell Rd.  Chastain,-84.381922,33.857237
Atlanta Georgia 30342,Roswell Rd  I-285,-84.385971,33.912512
Roswell Georgia 30076,Roswell Marketplace,-84.321298,34.043201
Roslyn Virginia 22209,Rosslyn -  1501 N. 17th Street,-77.07381,38.89467
Roslyn Heights New York 115772321,Roslyn Heights,-73.640427,40.789101
Roseville Michigan 48066,Roseville on Gratiot,-82.924909,42.515625
Roseville California 95661,Roseville - Sunrise - Rosevill,-121.284719,38.72512
Roseville California 95661,Roseville,-121.284719,38.72512
Rosemount Minnesota 55068,Rosemount - CR 42 - Hwy 3,-93.140089,44.73171
Rosemont Illinois 60018,Rosemont - River - Higgins,-87.894305,42.01153
Rosemead California 917702077,Rosemead - The 10 Fwy  Rosemead,-118.073196,34.069576
El Monte California 917331021,Rosemead - Garvey  El Monte,-118.037399,34.07531
Bakersfield California 93312,Rosedale - Calloway  Bakersfield,-119.144409,35.38347
Hawthorne California 902506646,Rosecrans - The 405 Fwy  Hawthorne,-118.353752,33.918209
Hawthorne California 902506618,Rosecrans - Oceangate  Hawthorne,-118.353752,33.918209
Fullerton California 92635,Rosecrans - Euclid - Fullerton,-117.929104,33.870325
El Segundo California 90245,Rosecrans - Douglas - El Segundo,-118.403229,33.92223
Aurora Illinois 60504,Rose Plaza   Aurora,-88.231754,41.74515
Kirkland Washington 98033,Rose Hill - Kirkland,-122.18862,47.678259
Chicago Illinois 60618,Roscoe Village,-87.711234,41.93839
Seattle Washington 98115,Roosevelt Square,-122.27377,47.698482
Lombard Illinois 60148,Roosevelt Rd. - Lombard,-88.029254,41.85978
Garden City New York 11530,Roosevelt Field Kiosk,-73.636909,40.72605
Chicago Illinois 60605,Roosevelt - Wabash,-87.619659,41.867505
Cincinnati Ohio 45208,Rookwood Pavillion,-84.437287,39.132389
Snellville Georgia 30078,Ronald Reagan - Hwy 124,-84.013534,33.875175
Romeoville Illinois 60646,Romeoville Towne Center,-87.742274,41.98997
Rolling Meadows Illinois 60008,Rolling Meadows-Golf - Algonquin,-88.027299,42.07575
Rohnert Park California 94928,Rohnert Park - Labath - Rohnert Pk,-122.694369,38.34648
Rohnert Park California 949282404,Rohnert Park - Commerce,-122.712097,38.343681
Medford Oregon 97501,Rogue Valley Mall - Medford,-122.878113,42.34174
Chicago Illinois 60626,Rogers Park,-87.670609,42.01825
Rocky River Ohio 44116,Rocky River,-81.829047,41.472773
Rocky Hill Connecticut 06067,Rocky Hill,-72.629474,41.655145
Austin Texas 78757,Rockwood - Anderson,-97.728811,30.368675
Oklahoma City Oklahoma 73132,Rockwell - Northwest Hwy,-97.636674,35.538165
Rockville Center New York 11570,Rockville Center,-73.641189,40.6673
Independence Ohio 441312348,Rockside Corners,-81.640022,41.3764
Oakland California 94611,Rockridge,-122.232814,37.82459
Rockford Illinois 61108,Rockford-State - Trainer,-89.020074,42.268594
Plymouth Minnesota 55350,Rockford Square,-94.525114,44.943849
Rockford Illinois 61114,Rockford,-89.078354,42.2669
New York New York 10020,Rockefeller Center Subway,-73.978569,40.75899
New York New York 10111,Rockefeller Center Concourse,-74.007116,40.714546
Rockaway New Jersey 07885,Rockaway Townsquare Mall,-74.508522,40.918098
Rockaway New Jersey 07866,Rockaway  Ring Road,-74.511513,40.900116
Pittsburgh Pennsylvania 15213,Robinson Town Centre Mall,-79.942305,40.446762
Pittsburgh Pennsylvania 15205,Robinson Town Centre,-80.160664,40.45592
Pittsburgh Pennsylvania 15275,Robinson  Lafayette Plaza,-80.183818,40.455051
Chowchilla California 93610,Robertson - Hwy 99 - Chowchilla,-120.238774,37.11635
Reno Nevada 89523,Robb - Mae Anne - Reno,-119.898176,39.528579
Roanoke Rapids North Carolina 27870,Roanoke Rapids,-77.655079,36.460245
Miami Beach Florida 33160,RK Centre North,-80.1215,25.957559
Oxon Hill Maryland 20745,Rivertowne Commons  (UCO),-76.998128,38.814192
Grandville Michigan 49418,Rivertown Crossings,-85.762914,42.90693
Camas Washington 98607,Riverstone Marketplace,-122.401989,45.58694
Coeur D' Alene Idaho 83814,Riverstone Center,-116.805776,47.693748
Tulsa Oklahoma 74137,Riverside Pkwy - S Delaware Ave,-95.927449,36.02135
Jacksonville Florida 32204,Riverside Ave  Margaret Street,-81.675199,30.32298
Rialto California 923767707,Riverside - Valley  Rialto (UCO),-117.372864,34.099651
Sherman Oaks California 91423,Riverside - Fulton  Sherman Oaks,-118.444889,34.1576
Riverhead New York 11901,Riverhead  Tanger II,-72.637709,40.94139
San Antonio Texas 78205,Rivercenter,-98.494624,29.42449
Chicago Illinois 60622,River West-Grand - Ogden,-87.671689,41.900975
Naperville Illinois 605404990,River Square - Naperville,-88.153008,41.770512
Richmond Virginia 23226,River Road 2,-77.526423,37.56815
Tucson Arizona 85704,River Road - Stoneloop,-110.984759,32.3302
Houston Texas 77019,River Oaks II,-95.426549,29.7502
San Jose California 95134,River Oaks - Montague - San Jose,-121.940415,37.409982
Houston Texas 77019,River Oaks,-95.426549,29.7502
Hoover Alabama 35244,River Chase Galleria,-86.806068,33.356331
Tucson Arizona 85718,River - Campbell  Tucson,-110.939185,32.286796
Charlottesville Virginia 22911,Rivanna Ridge,-78.401158,38.089829
Dana Point California 926294204,Ritz Carlton Dr. - PCH - Dana Point,-117.717033,33.475689
Las Vegas Nevada 89103,Rio Java,-115.139764,36.17183
Las Vegas Nevada 89103,Rio Hotel - Casino Star Deli,-115.187191,36.114782
Albuquerque New Mexico 87104,Rio Grande Blvd. - I-40,-106.684154,35.105616
Northridge California 91326,Rinaldi - Corbin  Porter Ranch,-118.552389,34.27715
Rifle Colorado 81650,Rifle-I-70 - CO Rd 346,-107.930723,39.500536
Ridgewood New Jersey 07451,Ridgewood,-74.112613,40.981515
Ridgefield Connecticut 06877,Ridgefield,-73.498479,41.28151
Conshohocken Pennsylvania 19428,Ridge - Butler,-75.304864,40.10107
Ottawa Ontario K1N 5W8,Rideau Street Chapters,-75.673352,45.433527
Richmond Heights Ohio 44143,Richmond Town Square,-81.497029,41.55704
London Ontario N5X 4C5,Richmond North Chptrs (aka Masonvil,-81.287194,43.03534
Thornhill Ontario L4C 6Z5,Richmond Hill Indigo,-79.443979,43.87561
Richmond Hill Ontario L4C 3C7,Richmond Heights,-79.443979,43.87561
Seattle Washington 98177,Richmond Beach,-122.367824,47.74315
Staten Island New York 10314,Richmond Avenue,-74.149064,40.623835
Toronto Ontario M5V 3S6,Richmond - Spadina,-79.395751,43.642224
Richmond California 94806,Richmond - San Pablo (UCO),-122.352674,37.980145
Houston Texas 77056,Richmond - Chimney Rock,-95.469639,29.731615
London Ontario N6A 3E9,Richmond - Central - London,-81.246214,42.986895
Richland Washington 99352,Richland Fred Meyer,-119.273729,46.274065
Richfield Minnesota 55423,Richfield-Lyndale - 77th,-93.246754,44.888305
Trenton New Jersey 08691,Richard Stockton Travel Plaza,-74.620068,40.216054
Carson City Nevada 89701,Rhodes Road - Hwy 395 - Carson City,-119.766959,39.171845
Reston Virginia 22094,Reston,-77.353023,38.959337
Reseda California 91335,Reseda - Vanowen  Reseda,-118.536036,34.190835
Northridge California 91324,Reseda - Plummer  Northridge,-118.536079,34.240035
Renton Washington 98055,Renton Village,-122.210291,47.46957
Mountain View California 94043,Rengstorff - Middlefield - Mountain,-122.075593,37.404588
Dallas Texas 75270,Renaissance Tower,-96.795401,32.778156
Chicago Illinois 60631,Renaissance Suites OHare,-87.811529,41.99629
Highland Park Illinois 60035,Renaissance Place,-87.799364,42.185665
Houston Texas 77046,Renaissance Hotel - Lobby,-95.369784,29.76045
St Louis Missouri 62106,Renaissance Grand-St Louis Conv Ctr,-90.198952,38.62759
Washington Washington DC 20001,Renaissance DC Hotel Lobby,-77.011889,38.917005
Durham North Carolina 27713,Renaissance Center at South Point,-78.982399,35.888245
Houston Texas 77054,Reliant Center,-95.410128,29.686867
Newbury Park California 91320,Reino Road - Kimber Drive,-118.940572,34.176121
Denver Colorado 80202,REI Denver,-104.995609,39.7506
Rehoboth Delaware 19971,Rehoboth,-75.075474,38.690765
La Jolla California 92037,Regents - La Jolla Village  La Joll,-117.218269,32.875525
Redwood City California 94065,Redwood Shores,-122.253969,37.517105
Redwood City California 94063,Redwood City,-122.226759,37.48745
Gardena California 90247,Redondo Beach - Normandie (UCO),-118.318754,33.88541
Redondo Beach California 90277,Redondo Beach,-118.381757,33.813486
Long Beach California 908045003,Redondo - 7th  Long Beach,-118.152786,33.761147
Des Moines Washington 98032,Redondo,-122.237419,47.380285
Redmond Washington 98052,Redmond Town Center II,-122.130994,47.67856
Redmond Washington 98052,Redmond Town Center,-122.130994,47.67856
Redmond Washington 980524458,Redmond Retail,-122.085777,47.689999
Redmond Washington 98052,Redmond North,-122.130994,47.67856
Redmond Washington 98052,Redmond Center - Relocation,-122.121771,47.673986
Redlands California 92373,Redlands - Alabama  Redlands,-117.240949,34.06304
Tustin California 927804613,Redhill - El Camino Real  Tustin,-117.782692,33.693951
Miami Florida 33015,Red Rd - NW 176th St,-80.181504,25.937105
Virginia Beach Virginia 23456,Red Mill Commons,-76.059229,36.755
Elko Nevada 89801,Red Lion Inn - Casino,-115.723749,40.89751
Tustin California 92780,Red Hill - Edinger  Tustin,-117.832309,33.71659
St. George Utah 84790,Red Cliffs Dr - St. George Blvd,-113.562139,37.07516
Red Bank New Jersey 07701,Red Bank,-74.087429,40.37296
Milwaukee Wisconsin 53202,Red Arrow - Water - State,-87.899734,43.04632
Reading Massachusetts 01867,Reading Walkers Brook,-71.103957,42.526002
Reading Massachusetts 01867,Reading,-71.103559,42.538205
Towson Maryland 21204,Ravenwood,-76.605364,39.399935
Rapid City South Dakota 57701,Rapid City-Rushmore Mall,-103.230889,44.081165
Midland Texas 79701,Rankin Hwy - I-20,-102.106662,31.964673
Arlington Texas 76012,Randol Mill - Fielder,-97.13914,32.753273
The Woodlands Texas 77384,Randalls-The Woodlands #2617,-95.480539,30.22292
Sugar Land Texas 77479,Randalls-Sugar Land #3068,-95.647465,29.574351
Spring Texas 77380,Randalls-Spring #2673,-95.468072,30.141608
Spring Texas 77379,Randalls-Spring #1026,-95.534548,30.03341
Round Rock Texas 78664,Randalls-Round Rock #2636,-97.636874,30.498715
Irving Texas 75038,Randalls-Irving #3621,-96.975549,32.872555
Hurst Texas 75064,Randalls-Hurst #2609,-97.186264,32.840535
Houston Texas 77063,Randalls-Houston #3014,-95.521569,29.732935
Houston Texas 77084,Randalls-Houston #2672,-95.669035,29.841158
Richmond Texas 77469,Randalls-Houston #2670,-95.739779,29.61417
Houston Texas 77042,Randalls-Houston #1247,-95.560559,29.73981
Houston Texas 77035,Randalls-Houston #1041,-95.480419,29.65295
Houston Texas 77069,Randalls-Houston #1012,-95.525188,29.986228
Houston Texas 77079,Randalls-Houston #1011,-95.600888,29.775573
Grapevine Texas 76051,Randalls-Grapevine #3576,-97.100922,32.918861
Galveston Texas 77551,Randalls-Galveston #1031,-94.828393,29.279873
Dallas Texas 75225,Randalls-Dallas #3608,-96.788634,32.86486
Austin Texas 78731,Randalls-Austin #2482,-97.764879,30.34438
Austin Texas 787466600,Randalls-Austin #2477,-97.742973,30.26758
League City Texas 77573,Randall's - League City #2051,-95.039308,29.540968
Katy Texas 77450,Randall's - Katy #3070,-95.745549,29.74895
Houston Texas 77062,Randall's - Houston #4062,-95.13335,29.57608
Houston Texas 77002,Randall's - Houston #1773,-95.367258,29.75563
Dallas Texas 75026,Randall's - Dallas #2642,-96.699214,33.02078
Lake In The Hills Illinois 60102,Randall Rd. - Lake In The Hills,-88.309761,42.162871
Geneva Illinois 601344610,Randall Rd. - Geneva,-88.340248,41.888546
Mount Prospect Illinois 600561100,Rand Rd. - Mt. Prospect,-87.935402,42.06538
Palatine Illinois 60067,Rand - Dundee,-88.097495,42.132551
Las Vegas Nevada 89106,Rancho Town - Country,-115.165419,36.18246
El Cajon California 92019,Rancho San Diego,-116.930899,32.746273
San Diego California 921292934,Rancho Penasquitos - I-15  San Dieg,-117.112289,32.773281
San Diego California 92129,Rancho Penasquitos,-117.109041,32.954946
Burbank California 91506,Rancho Market Place,-118.324418,34.171419
Rancho Cucamonga California 91730,Rancho Cucamonga (B-N),-117.560273,34.091117
Temecula California 92503,Rancho California - Ynez  Temecula,-117.437799,33.934485
San Diego California 921282143,Rancho Bernardo - Pomerado  San Die,-117.119881,33.019955
San Diego California 92128,Rancho Bernardo,-117.076758,33.02727
Las Vegas Nevada 891063704,Rancho - Bonanza  Las Vegas,-115.139748,36.171848
Apple Valley California 923072938,Rancheras - Hwy 18  Apple Valley,-117.272346,34.539932
Banning California 922203708,Ramsey - 22nd Street  Banning,-116.875648,33.925461
Ramsey New Jersey 07446,Ramsey,-74.156432,41.04899
Las Vegas Nevada 89128,Rampart - Lake Mead  Las Vegas,-115.287571,36.189916
Springfield Missouri 65804,Ramey-Price Cutter-Springfield #50,-93.25464,37.157585
Springfield Missouri 65807,Ramey-Price Cutter-Springfield,-93.316189,37.16696
Ozark Missouri 65721,Ramey-Price Cutter-Ozark,-93.206334,37.02129
Nixa Missouri 65714,Ramey-Price Cutter-Nixa #55,-93.305669,37.047412
Belmont California 94002,Ralston - ElCamino - Belmont,-122.276209,37.51834
Olympia Washington 98506,Ralphs Thriftway-Olympia #664,-122.870885,47.07331
Portland Oregon 97225,Raleigh Hills,-122.781913,45.508221
Tacoma Washington 98402,Rainier Pacific Building-Tacoma,-122.441654,47.255165
Seattle Washington 98118,Rainier - Edmunds (UCO),-122.282094,47.558635
Seattle Washington 98118,Rainer Plaza,-122.274839,47.54626
Shoreview Minnesota 55126,Rainbow Foods-Shoreview #68,-93.136009,45.08503
Eagan Minnesota 55120,Rainbow Foods-Eagan #8815,-93.139639,44.87496
Minneapolis Minnesota 55413,Rainbow Foods - Quarry #8868,-93.248618,44.99775
Las Vegas Nevada 89103,Rainbow at Flamingo  Las Vegas,-115.192197,36.108242
Las Vegas Nevada 891183211,Rainbow - Sunset  Las Vegas,-115.139748,36.171848
Las Vegas Nevada 891071108,Rainbow - Silverstream  Las Vegas,-115.238297,36.177528
Las Vegas Nevada 891462926,Rainbow - Oakey  Las Vegas,-115.284912,36.146854
Danville California 94526,Railroad - Love - Danville,-121.984865,37.813224
Pittsburg California 94565,Railroad - Leland - Pittsburg,-121.909069,38.01548
Baltimore Maryland 21201,Radisson Plaza Hotel Baltimore,-76.621979,39.29533
Merrillville Indiana 46410,Radisson Merrillville,-87.338353,41.485607
Austin Texas 78701,Radisson Hotel - Suites- Austin,-97.742089,30.27195
Indianapolis Indiana 46204,Radisson HCC,-86.155589,39.772645
Fort Worth Texas 76102,RadioShack Corporate HQ,-97.329249,32.74863
Naples Florida 34104,Radio Rd - Santa Barbara Blvd,-81.718639,26.14878
Racine Wisconsin 53406,Racine-Washington -Greenbay,-87.858308,42.728699
Tampa Florida 33625,Racetrack Rd - Hillsborough Ave,-82.557809,28.06946
Addison Texas 75240,Quorum One,-96.789519,32.93321
Belleville Ontario K8P 3E1,Quinte Mall   Chapters,-77.381899,44.161045
Quincy Massachusetts 02169,Quincy - Star Markets,-70.995894,42.260965
Tulsa Oklahoma 74136,Quincy - 71st,-95.915958,36.059585
Quincy Massachusetts 02169,Quincy  Monroe Place,-71.004164,42.252285
Etobicoke Ontario M9C 5H5,Queensway - The West,-79.566693,43.643393
Stoney Creek Ontario L8G 1E7,Queenston Rd - Worsley Rd-Stoney Cr,-79.772029,43.2296
Queensbury New York 12846,Queensbury,-73.838322,43.317724
Toronto Ontario M5J 2Y1,Queens Quay - York,-79.385329,43.648565
Elmhurst New York 11373,Queens Place Kiosk,-73.865114,40.735257
Elmhurst New York 11373,Queens Center Mall,-73.865114,40.735257
Chandler Arizona 85248,Queen Creek - Alma School  Chandler,-111.891629,33.26151
Seattle Washington 98109,Queen Anne Ave N,-122.356924,47.63898
Seattle Washington 98119,Queen Anne,-122.358014,47.62667
Mississauga Ontario L5M 1L5,Queen - Thomas - Streetsville,-79.716554,43.58374
Toronto Ontario M6J 1H9,Queen - Dovercourt,-79.416904,43.64458
Toronto Ontario M4L 1H1,Queen - Brookmount - Toronto,-79.298449,43.67038
Toronto Ontario M5H 2Y3,Queen - Bay,-79.385329,43.648565
Quakertown Pennsylvania 18951,Quakertown,-75.248449,40.478657
Irvine California 92603,Quail Hill - Shady Canyon  Irvine,-117.777318,33.652861
Albuquerque New Mexico 87120,Quail - Coors,-106.709299,35.13686
Seattle Washington 98102,QFC-Seattle Broadway Mkt #887,-122.322405,47.63373
Redmond Washington 98053,QFC-Redmond #878,-122.072947,47.698369
North Bend Washington 98045,QFC-North Bend #829,-121.782669,47.49327
Mercer Island Washington 98040,QFC-Mercer Island #839,-122.228218,47.56465
Bothell Washington 98011,QFC-Inglemore #838,-122.202209,47.751258
Edmonds Washington 98020,QFC-Edmonds #851,-122.364849,47.812115
Seattle Washington 98122,QFC Harvard Market #847,-122.304969,47.61147
Bellevue Washington 98004,QFC Bellevue #808,-122.201699,47.616195
Seattle Washington 98125,QFC - Northgate #866,-122.323869,47.71486
Mukilteo Washington 98275,QFC - Mukilteo #832,-122.288229,47.950095
Issaquah Washington 98027,QFC - Issaquah Pine Lake #824,-122.021679,47.555225
Bothell Washington 98011,QFC - Bothell #819,-122.219853,47.752526
Portland Maine 04102,PWM - Main Term New Wing Post Sec,-70.256654,43.659145
Puyallup Washington 98373,Puyallup,-122.322834,47.14889
Greenwich Connecticut 06830,Putnam Plaza,-73.629619,41.02525
West Lafayette Indiana 47906,Purdue U - Memorial Union Oasis,-86.910329,40.42463
Huntington West Virginia 25701,Pullman Square,-82.443439,38.42263
Pullman Washington 99163,Pullman II,-117.181484,46.730165
Pullman Washington 99163,Pullman,-117.109248,46.745622
Seattle Washington 98101,Puget Sound Plaza,-122.335847,47.610588
Everett Washington 98204,Puget Park,-122.253489,47.90428
Rowland Heights California 91748,Puente Hills,-117.926606,34.002233
Baldwin Park California 917065500,Puente - The 10 Fwy  Baldwin Park,-117.958351,34.10363
Baldwin Park California 917065952,Puente - Francisquito  Baldwin Park,-117.958351,34.10363
Pueblo Colorado 81005,Pueblo - Northern-Pueblo,-104.677019,38.23283
Charlotte North Carolina 28207,Providence Road,-80.822294,35.18803
Providence Rhode Island 02903,Providence Biltmore Lobby,-71.411994,41.823875
Providence Rhode Island 02903,Providence  One Financial,-71.411994,41.823875
Tulare California 93274,Prosperity - Hillman  Tulare,-119.309119,36.22595
Prospect Kentucky 40059,Prospect Village,-85.618792,38.340387
Temecula California 92591,Promenade In Temecula  Temecula,-117.13233,33.530776
Bonita Springs Florida 34134,Promenade at Bonita Bay,-81.857504,26.35649
Charlotte North Carolina 28277,Promenade,-80.837539,35.2225
San Jose California 95118,Princeton Plaza - San Jose,-121.885794,37.338475
Princeton New Jersey 08450,Princeton Market Fair,-74.659119,40.349855
Princeton New Jersey 08542,Princeton,-74.652659,40.391353
Virginia Beach Virginia 23455,Princess Anne,-76.040624,36.63367
Kingston Ontario K7L 1A6,Princess - Wellington - Kingston,-76.484914,44.231915
Prince Frederick Maryland 20678,Prince Frederick,-76.596214,38.553514
Primm Nevada 89019,Primadonna Resorts Travel Plaza,-115.325089,35.779205
Tempe Arizona 852811200,Priest - Washington  Tempe,-111.92588,33.442211
Springfield Missouri 65809,Price Cutter-Springfield #51,-93.205529,37.171882
Vernon Connecticut 06066,Price Chopper-Vernon #205,-72.448674,41.867455
Torrington Connecticut 06790,Price Chopper-Torrington #156,-73.086407,41.800911
Queensbury New York 12804,Price Chopper-Queensbury #40,-73.676736,43.331473
Latham New York 12110,Price Chopper-Latham #138,-73.767524,42.748811
Glenmont New York 12077,Price Chopper-Glenmont #196,-73.795091,42.598106
Bristol Connecticut 06010,Price Chopper-Bristol #204,-72.94619,41.674498
Dallas Texas 75230,Preston Royal,-96.784855,32.910491
Frisco Texas 75034,Preston - Warren Pkwy.,-96.806154,33.113855
Frisco Texas 75034,Preston - Stonebrook,-96.806154,33.113855
Plano Texas 75093,Preston - Old Shephard,-96.794709,33.036705
Plano Texas 75093,Preston - Lorimar,-96.794709,33.036705
Plano Texas 75024,Preston - Hwy 121,-96.786061,33.104418
Dallas Texas 75252,Preston - Frankford,-96.801284,32.99085
Dallas Texas 75230,Preston - Forest,-96.80406,32.90821
Dallas Texas 75240,Preston - Beltline,-96.803464,32.92902
Dallas Texas 75240,Preston - Alpha,-96.80508,32.938127
Plano Texas 75093,Preston - 544 (B-N),-96.794709,33.036705
Wayne New Jersey 07470,Preakness Shopping Center,-74.228859,40.929266
Prairie Village Kansas 66208,Prairie Village,-94.608814,39.01517
Morton Grove Illinois 60053,Prairie View Plaza,-87.780464,42.038165
Folsom California 95630,Prairie City - Iron Point - Folsom,-121.148089,38.67009
Colorado Springs Colorado 80922,Powers - Stetson,-104.719509,38.926145
Colorado Springs Colorado 809222800,Powers - Constitution,-104.821747,38.833111
Hampton Virginia 23666,Power Plant of Hampton Roads,-76.399338,37.032129
Mesa Arizona 85215,Power - McDowell  Mesa,-111.683859,33.481055
Higley Arizona 85236,Power - Loop 202  Gilbert,-111.687694,33.366685
Mesa Arizona 85208,Power - Baseline,-111.635489,33.40422
Powell Ohio 43065,Powell - Sawmill,-83.132369,40.1584
Marietta Georgia 30064,Powder Springs Rd  Macland,-84.581694,33.91941
Poway California 92064,Poway - Oak Knoll  Poway,-117.059883,32.948121
Poway California 92064,Poway - Community Rd.,-117.040383,32.973042
Poulsbo Washington 98370,Poulsbo,-122.646819,47.736285
Poughkeepsie New York 12601,Poughkeepsie - IBM,-73.92073,41.695945
Alexandria Virginia 22301,Potomac Yards,-77.063159,38.82126
Rockville Maryland 20854,Potomac Woods Plaza,-77.208337,39.017653
Gaithersburg Maryland 20878,Potomac Valley,-77.273153,39.110688
Potomac Maryland 20854,Potomac,-77.171909,39.065685
Westport Connecticut 06880,Post Road #925 Westport II,-73.331844,41.138575
Houston Texas 77056,Post Oak Center Galleria (B-N),-95.467454,29.73151
Houston Texas 77056,Post Oak - 610 (Uptown Park),-95.461009,29.743755
Post Falls Idaho 83877,Post Falls-ID,-116.948059,47.71153
Indianapolis Indiana 46240,Post - Washington,-86.152949,39.88342
Portsmouth New Hampshire 03801,Portsmouth Market Square Cigar Stor,-70.77212,43.070623
Lake Forest California 92630,Portola - Glenn Ranch Rd  Foothill,-117.689055,33.641619
Mantua Ohio 44255,Portage Travel Plaza Mantua,-81.223999,41.283735
Portage Indiana 46368,Portage  IN-Willowcreek - Central,-87.183124,41.57827
Port Washington New York 11050,Port Washington,-73.695525,40.833626
Port Jefferson New York 11777,Port Jefferson,-73.061484,40.950555
Highland Park Illinois 60035,Port Clinton,-87.801199,42.20237
Concord California 94520,Port Chicago - Olivera - Concord,-122.041248,37.98421
Memphis Tennessee 38111,Poplar - Highland,-89.949254,35.128835
Memphis Tennessee 38119,Poplar  Ridgeway,-89.860677,35.102104
Germantown Tennessee 38138,Poplar  Forest Hill,-89.807119,35.096515
Pompano Florida 33069,Pompano Travel Plaza,-80.143534,26.25172
